report_period_start,report_period_end,interval_start,interval_end,container_name,pod,owner_name,owner_kind,workload,workload_type,namespace,image_name,node,resource_id,cpu_request_container_avg,cpu_request_container_sum,cpu_limit_container_avg,cpu_limit_container_sum,cpu_usage_container_avg,cpu_usage_container_min,cpu_usage_container_max,cpu_usage_container_sum,cpu_throttle_container_avg,cpu_throttle_container_max,cpu_throttle_container_sum,memory_request_container_avg,memory_request_container_sum,memory_limit_container_avg,memory_limit_container_sum,memory_usage_container_avg,memory_usage_container_min,memory_usage_container_max,memory_usage_container_sum,memory_rss_usage_container_avg,memory_rss_usage_container_min,memory_rss_usage_container_max,memory_rss_usage_container_sum,accelerator_model_name,accelerator_profile_name,accelerator_core_usage_percentage_min,accelerator_core_usage_percentage_max,accelerator_core_usage_percentage_avg,accelerator_memory_copy_percentage_min,accelerator_memory_copy_percentage_max,accelerator_memory_copy_percentage_avg,accelerator_frame_buffer_usage_min,accelerator_frame_buffer_usage_max,accelerator_frame_buffer_usage_avg
2025-06-15T00:00:00,2025-06-20T00:00:00,2025-06-15T00:00:00,2025-06-15T00:15:00,no-gpu-app-container,no-gpu-app-pod-0,no-gpu-app,Deployment,no-gpu-app,deployment,default,quay.io/production/no-gpu-app:latest,ip-255-255-255-255.ec2.internal,res-001,0.3,0.3,0.8,0.8,0.612,0.49,0.643,0.612,0.017,0.026,0.017,200000000,200000000,800000000,800000000,751644556,601315644,789226783,751644556,312429264,218700484,374915116,312429264,,,,,,,,,,,
2025-06-15T00:00:00,2025-06-20T00:00:00,2025-06-15T00:15:00,2025-06-15T00:30:00,no-gpu-app-container,no-gpu-app-pod-0,no-gpu-app,Deployment,no-gpu-app,deployment,default,quay.io/production/no-gpu-app:latest,ip-255-255-255-255.ec2.internal,res-001,0.3,0.3,0.8,0.8,0.497,0.398,0.522,0.497,0.03,0.045,0.03,200000000,200000000,800000000,800000000,671728468,537382774,705314891,671728468,464365118,325055582,557238141,464365118,,,,,,,,,,,
2025-06-15T00:00:00,2025-06-20T00:00:00,2025-06-15T00:30:00,2025-06-15T00:45:00,no-gpu-app-container,no-gpu-app-pod-0,no-gpu-app,Deployment,no-gpu-app,deployment,default,quay.io/production/no-gpu-app:latest,ip-255-255-255-255.ec2.internal,res-001,0.3,0.3,0.8,0.8,0.532,0.426,0.559,0.532,0.019,0.028,0.019,200000000,200000000,800000000,800000000,621375414,497100331,652444184,621375414,253141824,177199276,303770188,253141824,,,,,,,,,,,
2025-06-15T00:00:00,2025-06-20T00:00:00,2025-06-15T00:45:00,2025-06-15T01:00:00,no-gpu-app-container,no-gpu-app-pod-0,no-gpu-app,Deployment,no-gpu-app,deployment,default,quay.io/production/no-gpu-app:latest,ip-255-255-255-255.ec2.internal,res-001,0.3,0.3,0.8,0.8,0.733,0.586,0.77,0.733,0.019,0.028,0.019,200000000,200000000,800000000,800000000,597830623,478264498,627722154,597830623,365213980,255649785,438256776,365213980,,,,,,,,,,,
2025-06-15T00:00:00,2025-06-20T00:00:00,2025-06-15T01:00:00,2025-06-15T01:15:00,no-gpu-app-container,no-gpu-app-pod-0,no-gpu-app,Deployment,no-gpu-app,deployment,default,quay.io/production/no-gpu-app:latest,ip-255-255-255-255.ec2.internal,res-001,0.3,0.3,0.8,0.8,0.524,0.419,0.55,0.524,0.018,0.027,0.018,200000000,200000000,800000000,800000000,560044563,448035650,588046791,560044563,346037636,242226345,415245163,346037636,,,,,,,,,,,
2025-06-15T00:00:00,2025-06-20T00:00:00,2025-06-15T01:15:00,2025-06-15T01:30:00,no-gpu-app-container,no-gpu-app-pod-0,no-gpu-app,Deployment,no-gpu-app,deployment,default,quay.io/production/no-gpu-app:latest,ip-255-255-255-255.ec2.internal,res-001,0.3,0.3,0.8,0.8,0.442,0.354,0.464,0.442,0.025,0.038,0.025,200000000,200000000,800000000,800000000,635126624,508101299,666882955,635126624,366074130,256251890,439288956,366074130,,,,,,,,,,,
2025-06-15T00:00:00,2025-06-20T00:00:00,2025-06-15T01:30:00,2025-06-15T01:45:00,no-gpu-app-container,no-gpu-app-pod-0,no-gpu-app,Deployment,no-gpu-app,deployment,default,quay.io/production/no-gpu-app:latest,ip-255-255-255-255.ec2.internal,res-001,0.3,0.3,0.8,0.8,0.455,0.364,0.478,0.455,0.013,0.019,0.013,200000000,200000000,800000000,800000000,644855295,515884236,677098059,644855295,369323366,258526356,443188039,369323366,,,,,,,,,,,
2025-06-15T00:00:00,2025-06-20T00:00:00,2025-06-15T01:45:00,2025-06-15T02:00:00,no-gpu-app-container,no-gpu-app-pod-0,no-gpu-app,Deployment,no-gpu-app,deployment,default,quay.io/production/no-gpu-app:latest,ip-255-255-255-255.ec2.internal,res-001,0.3,0.3,0.8,0.8,0.678,0.542,0.712,0.678,0.017,0.026,0.017,200000000,200000000,800000000,800000000,716356319,573085055,752174134,716356319,316884286,221819000,380261143,316884286,,,,,,,,,,,
2025-06-15T00:00:00,2025-06-20T00:00:00,2025-06-15T02:00:00,2025-06-15T02:15:00,no-gpu-app-container,no-gpu-app-pod-0,no-gpu-app,Deployment,no-gpu-app,deployment,default,quay.io/production/no-gpu-app:latest,ip-255-255-255-255.ec2.internal,res-001,0.3,0.3,0.8,0.8,0.416,0.333,0.437,0.416,0.017,0.026,0.017,200000000,200000000,800000000,800000000,630691535,504553228,662226111,630691535,433042131,303129491,519650557,433042131,,,,,,,,,,,
2025-06-15T00:00:00,2025-06-20T00:00:00,2025-06-15T02:15:00,2025-06-15T02:30:00,no-gpu-app-container,no-gpu-app-pod-0,no-gpu-app,Deployment,no-gpu-app,deployment,default,quay.io/production/no-gpu-app:latest,ip-255-255-255-255.ec2.internal,res-001,0.3,0.3,0.8,0.8,0.734,0.587,0.771,0.734,0.024,0.036,0.024,200000000,200000000,800000000,800000000,558246652,446597321,586158984,558246652,383827013,268678909,460592415,383827013,,,,,,,,,,,
